경마장,경주일,경주번호,경주거리,마번,경주마,프로그램최종예상순위,프로그램예상순위1,프로그램최근8경주기준예상순위,dark_score,복병코멘트
서울,20241207,8,1400,5,스터닝퀸,5,7,4,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241207,9,1200,9,이클립스타운,5,10,5,67.5,복병유력 67.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20241207,10,1400,6,서울탱크,7,7,7,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20241208,3,1400,11,오섬선라이즈,8,5,10,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241208,5,1600,3,질주열정,8,10,9,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241208,6,1600,1,글로리크라운,6,3,7,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241208,7,2000,5,금아휴즈히트,4,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241208,2,1200,6,비트도깨비,5,7,4,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241208,4,1400,9,터치참,10,8,10,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241208,5,1200,9,트로트퀸,9,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241208,7,1400,4,스마트별,8,9,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241213,2,1300,7,파인블루,6,5,9,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241213,3,1600,5,호호바,6,5,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20241213,5,1300,7,대호마,4,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241213,7,1400,4,스카이영웅,11,11,11,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241213,8,1800,12,아카라카,4,4,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20241214,5,1400,11,옥천윈스타,6,11,5,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241214,11,1800,8,탭다운,5,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241215,4,1200,3,아이엠레전드,9,11,12,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241215,2,1300,7,샤이닝참,7,5,8,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20241215,3,1400,10,피엔에스미,5,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241215,10,1400,1,스팔타,7,3,7,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241220,3,1400,5,제트선,6,5,5,45.0,복병주의 45.0점 · 구간강점/폼/연대OK
부산,20241220,6,1600,5,원더풀큐티,6,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241220,8,1200,3,태왕신기,4,3,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20241221,1,1200,5,혁명의질주,4,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241221,3,1400,7,트레비트,7,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241221,5,1300,9,강철전사,9,10,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241221,6,1700,3,플랜비,4,6,3,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241221,10,1400,2,베트캡틴,10,11,7,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241221,11,1200,8,마이티칩,10,8,9,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241222,3,1600,11,스타파크,8,10,9,47.5,복병주의 47.5점 · 구간강점/폼/연대OK
부산,20241222,5,1800,11,구디,7,8,5,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241222,6,1400,4,아너칼,6,5,8,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20241222,2,1300,3,세명고스트,8,10,9,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241222,3,1300,5,킹워리어,4,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241222,5,1300,7,미스파이널,5,5,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241222,6,1200,8,스케일킹,6,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241222,7,1200,11,벌교차돌,6,11,5,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241222,9,1800,2,명성축제,8,8,10,50.0,복병주의 50.0점 · 구간강점/폼/연대OK
부산,20241227,2,1300,9,엘카사도르,5,6,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241227,4,1200,4,호명신화,6,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241227,5,1800,11,스타티세,9,8,10,50.0,복병주의 50.0점 · 구간강점/폼/연대OK
부산,20241227,6,1400,9,내편,8,12,9,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241227,7,1600,9,월드파이브,8,11,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241228,4,1400,6,크레이지창,6,5,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241228,5,1400,3,테마탄생,7,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241228,9,1600,9,파워풀삭스,4,3,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241228,10,1600,1,킹다이아,8,6,8,50.0,복병주의 50.0점 · 구간강점/폼/연대OK
부산,20241229,2,1400,9,레인보우로드,5,8,4,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241229,4,1800,2,황제,7,10,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241229,5,1400,11,파이널세븐,6,6,9,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20241229,6,2000,3,스타마타,4,4,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20241229,2,1300,1,엑설런트한센,7,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241229,4,1300,2,리멤버어게인,4,5,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241229,5,1400,4,왈츠의여왕,5,4,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20241229,6,1400,3,미스윈스타,8,5,10,47.5,복병주의 47.5점 · 평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241229,7,1800,1,시크릿왕자,7,6,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241229,10,1800,2,위너영,5,3,6,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20241229,11,2000,9,글로벌삭스,6,7,8,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250103,2,1300,5,플래시데이,4,5,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250103,4,1400,12,광야의함성,6,4,9,57.5,복병유력 57.5점 · 구간강점/평가불일치/폼/연대OK
부산,20250103,5,1600,12,금아브리스크,4,2,5,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
부산,20250103,6,1200,5,투투플라잉,4,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250103,8,1400,10,오텀브리즈,5,4,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250103,9,1800,5,소리태풍,6,8,12,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20250104,2,1200,3,학산클리어,4,4,3,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250104,4,1300,2,스위치파워,6,5,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250104,9,1400,1,라온더대세,7,7,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250105,4,1800,8,백투더챔피언,10,10,8,40.0,복병주의 40.0점 · 폼/연대OK/체중/부담안정/기수/조교OK
서울,20250105,4,1400,3,메니참,4,3,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250105,8,1200,3,금악진주,11,11,10,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250105,9,1700,2,챌린지삭스,5,6,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250105,10,1800,4,더페이버릿,6,8,3,67.5,복병유력 67.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250105,11,1600,5,콩코드스퍼트,9,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250110,3,1300,9,갓니케,5,6,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250110,4,1600,9,서부이글,10,6,10,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250110,5,1300,11,원더풀피버,8,7,7,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250110,8,1800,8,스타대로,4,4,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250110,9,1200,8,청호보스,4,10,4,60.0,복병유력 60.0점 · 구간강점/평가불일치/폼/연대OK
서울,20250111,3,1300,8,럭키서니,6,4,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250111,5,1200,2,원더풀패스,7,5,8,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250111,8,1700,9,성은크라운,8,5,8,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250111,11,1800,8,별나라질주,5,1,4,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20250112,2,1200,5,로드투윈,5,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250112,5,1600,4,금아인피니티,6,2,10,60.0,복병유력 60.0점 · 구간강점/평가불일치/폼/연대OK
부산,20250112,6,1400,10,스타마타,5,4,10,70.0,복병강 70.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250112,4,1700,7,럭키붐,6,5,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250112,5,1300,8,제라퀸,4,8,5,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250112,8,1800,4,펄포인트,6,2,5,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250112,11,1200,1,마이티고,6,4,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250117,4,1300,1,하이퍼포스,7,2,7,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250117,5,1200,10,킹파이터,8,9,10,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250117,7,1800,3,장산레몬,4,8,4,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250117,9,1200,12,태왕신기,4,6,3,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250118,4,1300,7,누리천왕,5,7,3,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250118,6,1400,4,나비드,6,6,9,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250118,7,1600,4,미스윈스타,8,10,9,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250118,10,1400,3,더선파이터,6,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250118,11,1400,7,파워군주,9,10,9,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250119,1,1200,3,더노미네이트,4,3,5,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250119,2,1400,4,라온플래터,5,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250119,5,1600,1,글로리크라운,5,4,9,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250119,6,2000,7,백투더레전드,5,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250119,5,1200,7,금악스타,7,7,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250119,6,1800,5,퍼플신화,8,10,9,17.5,약함 17.5점 · 폼/연대OK
서울,20250119,10,1800,4,홀리데이참,6,8,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250119,11,1600,5,포에버드림,7,9,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250125,4,1700,5,마루별,4,3,3,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250125,6,1300,5,로터스미르,6,2,11,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250125,7,1400,8,당대초월,4,4,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250125,9,1200,11,파르키우스,6,5,10,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250125,10,1800,11,찬이고,4,4,9,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250125,11,2000,2,머스탱파워,6,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250126,2,1400,3,커널플라잉,9,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250126,3,1800,4,닥터레오,10,9,10,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250126,4,1200,3,라온바이브맨,5,10,5,67.5,복병유력 67.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20250126,6,2000,9,얼라이브스타,4,7,3,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250126,2,1400,4,케이엔스톰,6,7,7,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250126,3,1400,4,파이널질주,8,7,7,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250126,7,1200,10,엑설런트탄,7,5,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250126,8,1600,4,금빛천하,5,6,6,45.0,복병주의 45.0점 · 구간강점/폼/연대OK
서울,20250126,10,1800,4,신의이름,6,6,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250126,11,2000,3,장산몬스터,6,10,9,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250207,3,1600,7,페이트,6,6,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250207,6,1400,4,트러블메이커,4,3,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250207,8,1200,12,로드스타,9,9,8,17.5,약함 17.5점 · 폼/연대OK
서울,20250208,4,1200,2,로열플러스,4,10,3,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250208,5,1400,3,정성바이스,5,4,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250208,8,1600,8,킹칼레,8,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250208,11,1200,3,최강블레이드,4,7,2,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250209,1,1400,11,하이레전드,7,5,7,50.0,복병주의 50.0점 · 구간강점/폼/연대OK
부산,20250209,2,1400,10,팀서프라이즈,7,8,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250209,1,1200,11,컴플리트터치,4,3,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250209,2,1300,4,그리폰,6,6,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250209,3,1400,5,우마다치,8,8,8,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250209,4,1300,11,오스틴리더,7,9,6,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250209,5,1200,5,마이티러브,6,6,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250209,9,1400,1,팔라티노,5,5,5,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250214,3,1200,5,디바인킹덤,8,6,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250214,4,1200,11,용산큰별,9,9,10,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250214,6,1400,8,월드핑크캣,9,9,7,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250214,8,1800,8,스톰파이터,9,12,9,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250214,9,1400,5,위대한선택,5,5,5,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250215,4,1300,1,큐피드시크,8,10,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250215,8,1700,1,태풍처럼,7,11,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250215,9,1800,3,파워에치드,5,3,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250215,11,1600,6,라온아메리칸,6,4,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250216,3,1600,6,매스터리맨,7,5,7,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250216,4,1200,12,골든포인트,8,9,12,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
부산,20250216,5,1800,12,구디,7,9,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250216,6,1400,5,아틀라스,8,11,9,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250216,2,1300,1,동진선더,4,10,5,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250216,3,1400,7,질주천하,8,9,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250216,8,1200,3,대망의길,6,8,11,52.5,복병주의 52.5점 · 구간강점/평가불일치/폼/연대OK
서울,20250216,9,1600,1,비전파워,8,5,8,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20250221,2,1300,8,벌교의봄,6,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250221,4,1400,11,플라잉메니스,4,7,4,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250221,6,1800,4,아스틴마린,6,8,5,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250221,8,1800,12,다이아그릿,5,12,6,50.0,복병주의 50.0점 · 평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250222,3,1300,10,이스트스카이,8,9,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250222,5,1300,4,간다고,11,11,11,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250222,6,1400,5,에코월드,6,5,8,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250223,3,1600,11,월드위너스맨,7,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250223,4,2000,2,마하타이탄,4,6,6,45.0,복병주의 45.0점 · 구간강점/폼/연대OK
부산,20250223,5,1400,5,라온바이브맨,10,10,6,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250223,6,1400,1,용비패왕,5,1,5,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250223,1,1200,5,투어펠릭스,4,4,4,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250223,4,1200,8,원더풀동촌,4,6,3,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250223,6,1700,11,희망의찬가,11,11,11,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250223,7,1200,6,자체발광,9,8,8,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250223,8,1400,2,찬페이머스,11,11,10,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250223,9,1800,1,에이피파텍,5,4,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250223,11,2000,2,마이티칩,8,9,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250228,2,1300,3,디바인킹덤,5,4,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250228,3,1600,11,호호바,4,5,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20250228,4,1200,1,해피태양,9,12,7,67.5,복병유력 67.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20250228,5,1400,3,트리플악셀,4,5,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250228,7,1800,2,록앤드롤,11,10,10,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250301,3,1300,4,이스트킹스톤,5,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250301,4,1400,8,빈체로킹,5,7,3,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250301,7,1700,3,탐라최강자,5,3,5,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250301,8,1800,10,레전드선,8,7,7,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250301,9,1200,2,스타체인저,8,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250301,10,1600,8,드림플레이,6,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250302,2,1300,3,블루선더,7,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250302,4,1200,4,딴봉퀸,5,7,2,67.5,복병유력 67.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20250302,3,1400,5,트롤,7,6,8,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250302,7,1200,7,컴플리트하트,10,10,9,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250302,9,1400,3,걸작드림,6,7,7,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20250307,6,1200,3,펀처,10,10,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250307,8,2000,1,루카스선,7,9,7,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20250308,2,1300,3,말스고,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250308,3,1300,7,대승마,5,7,5,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250308,4,1700,8,블랙시대,8,11,6,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250308,5,1800,7,퍼지킹,7,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250308,8,1400,3,새내타운,5,6,6,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20250308,10,2000,1,에이스군주,5,4,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250309,4,1800,6,블레이징맨,5,1,7,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20250309,5,1600,5,스카이질주,4,4,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20250309,4,1400,5,원더풀스피릿,6,7,4,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20250309,5,1200,11,나올인디,4,4,3,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
